2013-03-31 05:33:34.910266; went forward
2013-03-31 05:33:35.110425; went forward
2013-03-31 05:33:35.310930; went forward
2013-03-31 05:33:35.516305; went forward
2013-03-31 05:33:35.711121; went forward
2013-03-31 05:33:36.119333; went forward
2013-03-31 05:33:36.324554; went forward
2013-03-31 05:33:36.525051; went forward
2013-03-31 05:33:36.745118; went forward
2013-03-31 05:33:37.110010; went forward
2013-03-31 05:33:37.324000; went forward
2013-03-31 05:33:37.574760; went forward
2013-03-31 05:33:37.744439; went forward
2013-03-31 05:33:38.109081; went forward
2013-03-31 05:33:38.323536; went forward
2013-03-31 05:33:38.568851; went forward
2013-03-31 05:33:38.744420; went forward
2013-03-31 05:33:39.109234; went forward
2013-03-31 05:33:39.324011; went forward
2013-03-31 05:33:39.545140; went forward
2013-03-31 05:33:39.744848; went backward
2013-03-31 05:33:40.408407; went backward
2013-03-31 05:33:40.545186; went backward
2013-03-31 05:33:40.745126; went backward
2013-03-31 05:33:41.116301; went backward
2013-03-31 05:33:41.323134; went backward
2013-03-31 05:33:41.544893; went backward
2013-03-31 05:33:41.780920; went backward
2013-03-31 05:33:42.118699; went backward
2013-03-31 05:33:42.323502; went backward
2013-03-31 05:33:42.553158; went backward
2013-03-31 05:33:42.754387; went backward
2013-03-31 05:33:43.118265; went backward
2013-03-31 05:33:43.323384; went backward
2013-03-31 05:33:43.544958; went backward
2013-03-31 05:33:43.744954; went backward
2013-03-31 05:33:44.117905; went backward
2013-03-31 05:33:44.323716; went backward
2013-03-31 05:33:44.544209; went backward
2013-03-31 05:33:44.744334; stop
